year mon day PCx PCy phase Amp(nrm) Amp(non-nrm)
1980 09 09  0.096 -0.515 7  0.524  187.2
1980 09 10  0.152 -0.480 7  0.504  180.4
1980 09 11  0.203 -0.431 7  0.477  171.2
1980 09 12  0.247 -0.370 7  0.445  160.2
1980 09 13  0.283 -0.297 7  0.411  148.6
1980 09 14  0.310 -0.218 8  0.379  137.8
1980 09 15  0.328 -0.133 8  0.354  129.4
1980 09 16  0.336 -0.048 8  0.340  124.6
1980 09 17  0.336  0.035 1  0.338  124.1
1980 09 18  0.329  0.113 1  0.348  127.3
1980 09 19  0.316  0.182 1  0.365  133.0
1980 09 20  0.299  0.242 1  0.385  139.7
1980 09 21  0.279  0.291 2  0.403  145.8
1980 09 22  0.259  0.327 2  0.417  150.5
1980 09 23  0.240  0.351 2  0.425  153.1
1980 09 24  0.223  0.363 2  0.426  153.4
1980 09 25  0.210  0.366 2  0.421  151.5
1980 09 26  0.201  0.359 2  0.412  148.0
1980 09 27  0.196  0.347 2  0.399  143.4
1980 09 28  0.196  0.331 2  0.385  138.5
1980 09 29  0.199  0.314 2  0.372  134.0
1980 09 30  0.205  0.299 2  0.363  130.6
1980 10 01  0.211  0.288 2  0.357  128.7
1980 10 02  0.217  0.282 2  0.355  128.2
1980 10 03  0.219  0.282 2  0.357  129.0
1980 10 04  0.217  0.291 2  0.363  130.8
1980 10 05  0.207  0.306 2  0.370  133.3
1980 10 06  0.189  0.329 2  0.380  136.5
1980 10 07  0.161  0.357 2  0.391  140.5
1980 10 08  0.122  0.388 2  0.407  145.6
1980 10 09  0.072  0.420 2  0.426  152.2
1980 10 10  0.010  0.450 2  0.450  160.7
1980 10 11 -0.062  0.475 3  0.479  171.0
1980 10 12 -0.143  0.492 3  0.512  183.3
1980 10 13 -0.231  0.498 3  0.549  197.0
1980 10 14 -0.324  0.490 3  0.588  211.8
1980 10 15 -0.419  0.468 3  0.628  227.1
1980 10 16 -0.512  0.429 4  0.668  242.4
1980 10 17 -0.600  0.372 4  0.706  257.3
1980 10 18 -0.680  0.299 4  0.743  271.4
1980 10 19 -0.748  0.210 4  0.777  284.5
1980 10 20 -0.801  0.107 4  0.808  296.4
1980 10 21 -0.836 -0.007 5  0.837  307.0
1980 10 22 -0.853 -0.128 5  0.862  316.3
1980 10 23 -0.848 -0.253 5  0.885  324.0
1980 10 24 -0.821 -0.378 5  0.904  330.3
1980 10 25 -0.773 -0.498 5  0.920  334.9
1980 10 26 -0.705 -0.608 5  0.931  337.7
1980 10 27 -0.617 -0.705 6  0.937  338.7
1980 10 28 -0.513 -0.785 6  0.938  337.7
1980 10 29 -0.394 -0.846 6  0.933  334.9
1980 10 30 -0.266 -0.884 6  0.923  330.3
1980 10 31 -0.130 -0.898 6  0.907  324.2
1980 11 01  0.007 -0.888 7  0.888  317.0
1980 11 02  0.144 -0.853 7  0.865  309.3
1980 11 03  0.274 -0.796 7  0.842  301.6
1980 11 04  0.396 -0.718 7  0.820  294.7
1980 11 05  0.505 -0.621 7  0.801  289.1
1980 11 06  0.598 -0.510 8  0.786  285.3
1980 11 07  0.675 -0.387 8  0.777  283.4
1980 11 08  0.731 -0.256 8  0.775  283.6
1980 11 09  0.768 -0.122 8  0.778  285.3
1980 11 10  0.785  0.012 1  0.785  288.2
1980 11 11  0.782  0.141 1  0.795  291.5
1980 11 12  0.761  0.262 1  0.805  294.6
1980 11 13  0.724  0.373 1  0.814  297.1
1980 11 14  0.672  0.471 1  0.821  298.5
1980 11 15  0.608  0.555 1  0.823  298.5
1980 11 16  0.536  0.622 2  0.822  296.9
1980 11 17  0.459  0.674 2  0.815  293.6
1980 11 18  0.378  0.709 2  0.803  288.6
1980 11 19  0.298  0.728 2  0.787  282.1
1980 11 20  0.221  0.733 2  0.766  274.1
1980 11 21  0.148  0.725 2  0.740  264.7
1980 11 22  0.083  0.706 2  0.711  254.0
1980 11 23  0.025  0.677 2  0.678  242.0
1980 11 24 -0.023  0.640 3  0.641  228.8
1980 11 25 -0.061  0.597 3  0.600  214.4
1980 11 26 -0.091  0.549 3  0.556  198.9
1980 11 27 -0.111  0.498 3  0.510  182.3
1980 11 28 -0.123  0.444 3  0.460  164.7
1980 11 29 -0.128  0.388 3  0.408  146.2
1980 11 30 -0.127  0.331 3  0.354  126.9
1980 12 01 -0.121  0.272 3  0.298  107.0
1980 12 02 -0.112  0.213 3  0.241   86.6
1980 12 03 -0.102  0.153 3  0.183   66.1
1980 12 04 -0.091  0.091 4  0.128   46.5
1980 12 05 -0.080  0.028 4  0.085   30.9
1980 12 06 -0.070 -0.037 5  0.079   28.8
1980 12 07 -0.061 -0.102 6  0.119   42.9
1980 12 08 -0.054 -0.168 6  0.177   63.3
1980 12 09 -0.048 -0.234 6  0.239   85.5
1980 12 10 -0.043 -0.299 6  0.302  108.0
1980 12 11 -0.039 -0.361 6  0.363  129.8
1980 12 12 -0.035 -0.419 6  0.421  150.2
1980 12 13 -0.030 -0.471 6  0.472  168.6
1980 12 14 -0.025 -0.515 6  0.516  184.2
1980 12 15 -0.017 -0.550 6  0.550  196.3
1980 12 16 -0.008 -0.572 6  0.572  204.2
1980 12 17  0.003 -0.580 7  0.580  207.3
1980 12 18  0.016 -0.574 7  0.574  205.0
1980 12 19  0.031 -0.551 7  0.552  197.1
1980 12 20  0.046 -0.512 7  0.514  183.5
1980 12 21  0.061 -0.455 7  0.459  164.1
1980 12 22  0.074 -0.383 7  0.390  139.3
1980 12 23  0.085 -0.295 7  0.307  109.9
1980 12 24  0.091 -0.195 7  0.215   77.3
1980 12 25  0.093 -0.084 8  0.125   45.4
1980 12 26  0.087  0.034 1  0.093   34.2
1980 12 27  0.074  0.155 2  0.172   61.7
1980 12 28  0.053  0.276 2  0.281  100.5
1980 12 29  0.024  0.393 2  0.393  140.4
1980 12 30 -0.014  0.500 3  0.501  178.7
1980 12 31 -0.060  0.595 3  0.598  213.8
1981 01 01 -0.113  0.674 3  0.684  244.3
1981 01 02 -0.170  0.733 3  0.753  269.3
1981 01 03 -0.231  0.771 3  0.805  288.0
1981 01 04 -0.293  0.784 3  0.837  300.0
1981 01 05 -0.353  0.774 3  0.850  305.1
1981 01 06 -0.408  0.739 3  0.844  303.3
1981 01 07 -0.457  0.680 3  0.820  295.2
1981 01 08 -0.496  0.601 3  0.779  281.5
1981 01 09 -0.523  0.504 4  0.726  263.2
1981 01 10 -0.536  0.393 4  0.665  241.7
1981 01 11 -0.535  0.272 4  0.600  218.9
1981 01 12 -0.517  0.145 4  0.537  196.8
1981 01 13 -0.484  0.019 4  0.485  177.9
1981 01 14 -0.436 -0.103 5  0.448  164.4
1981 01 15 -0.375 -0.216 5  0.433  157.8
1981 01 16 -0.303 -0.315 6  0.437  158.0
1981 01 17 -0.222 -0.397 6  0.455  163.4
1981 01 18 -0.135 -0.459 6  0.479  171.3
1981 01 19 -0.047 -0.500 6  0.502  179.4
1981 01 20  0.040 -0.519 7  0.520  185.7
1981 01 21  0.120 -0.515 7  0.529  189.1
1981 01 22  0.192 -0.491 7  0.527  188.9
1981 01 23  0.251 -0.448 7  0.514  184.6
1981 01 24  0.296 -0.390 7  0.489  176.4
1981 01 25  0.323 -0.320 8  0.454  164.5
1981 01 26  0.331 -0.242 8  0.410  149.2
1981 01 27  0.321 -0.161 8  0.359  131.1
1981 01 28  0.292 -0.082 8  0.303  111.0
1981 01 29  0.245 -0.008 8  0.245   89.9
1981 01 30  0.182  0.056 1  0.190   69.6
1981 01 31  0.105  0.107 2  0.150   54.2
1981 02 01  0.017  0.142 2  0.143   51.2
1981 02 02 -0.078  0.160 3  0.178   64.0
1981 02 03 -0.177  0.159 4  0.238   86.4
1981 02 04 -0.277  0.139 4  0.310  113.2
1981 02 05 -0.373  0.101 4  0.387  141.7
1981 02 06 -0.463  0.046 4  0.465  170.8
1981 02 07 -0.543 -0.023 5  0.544  199.6
1981 02 08 -0.612 -0.104 5  0.621  227.6
1981 02 09 -0.666 -0.194 5  0.694  254.2
1981 02 10 -0.706 -0.290 5  0.763  278.9
1981 02 11 -0.729 -0.387 5  0.825  301.1
1981 02 12 -0.736 -0.484 5  0.880  320.5
1981 02 13 -0.727 -0.576 5  0.927  336.8
1981 02 14 -0.703 -0.661 5  0.965  349.7
1981 02 15 -0.665 -0.737 6  0.993  359.0
1981 02 16 -0.615 -0.803 6  1.011  364.9
1981 02 17 -0.554 -0.857 6  1.021  367.5
1981 02 18 -0.484 -0.899 6  1.021  367.0
1981 02 19 -0.407 -0.929 6  1.015  363.9
1981 02 20 -0.324 -0.948 6  1.002  358.7
1981 02 21 -0.237 -0.955 6  0.984  352.0
1981 02 22 -0.148 -0.953 6  0.964  344.6
1981 02 23 -0.056 -0.942 6  0.944  337.1
1981 02 24  0.037 -0.924 7  0.925  330.4
1981 02 25  0.131 -0.900 7  0.910  325.1
1981 02 26  0.226 -0.871 7  0.900  322.0
1981 02 27  0.322 -0.838 7  0.897  321.5
1981 02 28  0.418 -0.800 7  0.902  324.1
1981 03 01  0.514 -0.758 7  0.916  330.0
1981 03 02  0.611 -0.712 7  0.938  339.1
1981 03 03  0.709 -0.661 8  0.969  351.2
1981 03 04  0.806 -0.604 8  1.007  366.0
1981 03 05  0.902 -0.540 8  1.051  383.2
1981 03 06  0.996 -0.469 8  1.101  402.1
1981 03 07  1.087 -0.388 8  1.154  422.4
1981 03 08  1.173 -0.298 8  1.210  443.5
1981 03 09  1.253 -0.197 8  1.268  465.1
1981 03 10  1.323 -0.084 8  1.326  486.5
1981 03 11  1.382  0.039 1  1.383  507.5
1981 03 12  1.428  0.173 1  1.439  527.8
1981 03 13  1.458  0.316 1  1.492  547.0
1981 03 14  1.471  0.468 1  1.543  565.0
1981 03 15  1.463  0.626 1  1.591  581.7
1981 03 16  1.435  0.787 1  1.636  596.9
1981 03 17  1.384  0.950 1  1.678  610.6
1981 03 18  1.309  1.110 1  1.717  623.0
1981 03 19  1.212  1.265 2  1.752  634.0
1981 03 20  1.092  1.411 2  1.784  643.9
1981 03 21  0.949  1.546 2  1.814  652.7
1981 03 22  0.787  1.665 2  1.841  660.9
1981 03 23  0.606  1.765 2  1.866  668.4
1981 03 24  0.410  1.845 2  1.890  675.6
1981 03 25  0.202  1.900 2  1.911  682.6
1981 03 26 -0.016  1.931 3  1.931  689.6
1981 03 27 -0.238  1.935 3  1.949  696.4
1981 03 28 -0.462  1.911 3  1.966  703.1
1981 03 29 -0.682  1.859 3  1.980  709.6
1981 03 30 -0.895  1.780 3  1.992  715.4
1981 03 31 -1.096  1.674 3  2.001  720.5
1981 04 01 -1.282  1.542 3  2.005  724.3
1981 04 02 -1.448  1.387 4  2.005  726.5
1981 04 03 -1.592  1.210 4  2.000  726.8
1981 04 04 -1.710  1.015 4  1.989  724.8
1981 04 05 -1.800  0.804 4  1.971  720.4
1981 04 06 -1.860  0.581 4  1.948  713.4
1981 04 07 -1.887  0.349 4  1.919  703.8
1981 04 08 -1.882  0.113 4  1.886  692.0
1981 04 09 -1.844 -0.123 5  1.848  678.3
1981 04 10 -1.774 -0.357 5  1.809  663.4
1981 04 11 -1.672 -0.583 5  1.770  647.9
1981 04 12 -1.540 -0.797 5  1.734  632.8
1981 04 13 -1.381 -0.996 5  1.702  619.1
1981 04 14 -1.197 -1.176 5  1.678  607.6
1981 04 15 -0.992 -1.333 6  1.662  599.3
1981 04 16 -0.770 -1.466 6  1.655  594.7
1981 04 17 -0.534 -1.570 6  1.659  594.0
1981 04 18 -0.291 -1.645 6  1.671  597.1
1981 04 19 -0.044 -1.689 6  1.690  603.5
1981 04 20  0.201 -1.702 7  1.714  612.3
1981 04 21  0.440 -1.683 7  1.740  622.4
1981 04 22  0.668 -1.634 7  1.765  632.8
1981 04 23  0.880 -1.555 7  1.787  642.4
1981 04 24  1.071 -1.449 7  1.802  650.0
1981 04 25  1.239 -1.320 7  1.810  654.9
1981 04 26  1.380 -1.169 8  1.809  656.4
1981 04 27  1.491 -1.002 8  1.796  653.8
1981 04 28  1.570 -0.823 8  1.773  646.8
1981 04 29  1.617 -0.635 8  1.737  635.3
1981 04 30  1.631 -0.444 8  1.690  619.1
1981 05 01  1.612 -0.254 8  1.632  598.5
1981 05 02  1.561 -0.071 8  1.563  573.6
1981 05 03  1.482  0.103 1  1.485  545.1
1981 05 04  1.375  0.264 1  1.400  513.5
1981 05 05  1.245  0.408 1  1.310  479.7
1981 05 06  1.096  0.532 1  1.218  444.8
1981 05 07  0.930  0.636 1  1.127  410.0
1981 05 08  0.752  0.718 1  1.040  376.9
1981 05 09  0.568  0.777 2  0.963  347.2
1981 05 10  0.381  0.815 2  0.900  322.9
1981 05 11  0.195  0.832 2  0.854  305.5
1981 05 12  0.015  0.829 2  0.829  296.1
1981 05 13 -0.156  0.809 3  0.824  294.6
1981 05 14 -0.314  0.775 3  0.836  299.8
1981 05 15 -0.456  0.729 3  0.860  309.6
1981 05 16 -0.581  0.674 3  0.890  321.7
1981 05 17 -0.687  0.613 4  0.920  333.8
1981 05 18 -0.772  0.548 4  0.947  344.3
1981 05 19 -0.835  0.483 4  0.965  351.8
1981 05 20 -0.878  0.419 4  0.973  355.2
1981 05 21 -0.900  0.358 4  0.968  354.1
1981 05 22 -0.902  0.302 4  0.951  348.0
1981 05 23 -0.885  0.251 4  0.920  337.1
1981 05 24 -0.853  0.207 4  0.877  321.5
1981 05 25 -0.805  0.169 4  0.823  301.7
1981 05 26 -0.746  0.138 4  0.759  278.2
1981 05 27 -0.677  0.112 4  0.686  251.6
1981 05 28 -0.600  0.092 4  0.607  222.8
1981 05 29 -0.519  0.076 4  0.525  192.6
1981 05 30 -0.436  0.064 4  0.441  161.8
1981 05 31 -0.354  0.054 4  0.358  131.2
1981 06 01 -0.273  0.046 4  0.277  101.7
1981 06 02 -0.198  0.038 4  0.202   73.9
1981 06 03 -0.129  0.031 4  0.132   48.5
1981 06 04 -0.067  0.024 4  0.071   26.1
1981 06 05 -0.015  0.016 3  0.022    7.9
1981 06 06  0.027  0.007 1  0.028   10.3
1981 06 07  0.059 -0.002 8  0.059   21.7
1981 06 08  0.080 -0.013 8  0.081   29.8
1981 06 09  0.091 -0.023 8  0.094   34.5
1981 06 10  0.092 -0.034 8  0.098   36.0
1981 06 11  0.084 -0.045 8  0.095   34.8
1981 06 12  0.068 -0.056 8  0.088   31.8
1981 06 13  0.045 -0.066 7  0.080   28.7
1981 06 14  0.016 -0.076 7  0.078   27.8
1981 06 15 -0.016 -0.086 6  0.087   31.3
1981 06 16 -0.050 -0.096 6  0.108   38.9
1981 06 17 -0.085 -0.106 6  0.136   49.1
1981 06 18 -0.119 -0.117 5  0.167   60.4
1981 06 19 -0.149 -0.130 5  0.198   71.8
1981 06 20 -0.175 -0.145 5  0.227   82.5
1981 06 21 -0.196 -0.162 5  0.254   92.3
1981 06 22 -0.210 -0.183 5  0.278  100.9
1981 06 23 -0.216 -0.207 5  0.299  108.3
1981 06 24 -0.214 -0.234 6  0.317  114.7
1981 06 25 -0.204 -0.266 6  0.335  120.7
1981 06 26 -0.185 -0.300 6  0.352  126.8
1981 06 27 -0.158 -0.337 6  0.373  133.7
1981 06 28 -0.124 -0.376 6  0.396  141.9
1981 06 29 -0.083 -0.416 6  0.424  151.6
1981 06 30 -0.037 -0.455 6  0.456  163.0
1981 07 01  0.013 -0.491 7  0.491  175.5
1981 07 02  0.067 -0.524 7  0.528  188.6
1981 07 03  0.121 -0.550 7  0.563  201.4
1981 07 04  0.175 -0.569 7  0.595  213.0
1981 07 05  0.227 -0.578 7  0.621  222.6
1981 07 06  0.276 -0.576 7  0.638  229.1
1981 07 07  0.319 -0.561 7  0.646  232.1
1981 07 08  0.356 -0.533 7  0.641  230.9
1981 07 09  0.385 -0.491 7  0.624  225.3
1981 07 10  0.405 -0.435 7  0.595  215.1
1981 07 11  0.416 -0.366 8  0.554  200.8
1981 07 12  0.416 -0.284 8  0.503  183.1
1981 07 13  0.405 -0.191 8  0.447  163.4
1981 07 14  0.383 -0.089 8  0.393  144.0
1981 07 15  0.350  0.020 1  0.351  128.7
1981 07 16  0.307  0.132 1  0.334  122.1
1981 07 17  0.254  0.244 1  0.352  127.6
1981 07 18  0.193  0.353 2  0.402  144.5
1981 07 19  0.123  0.455 2  0.472  168.8
1981 07 20  0.048  0.547 2  0.550  196.3
1981 07 21 -0.032  0.626 3  0.627  223.9
1981 07 22 -0.114  0.689 3  0.698  249.4
1981 07 23 -0.196  0.732 3  0.758  271.2
1981 07 24 -0.277  0.755 3  0.804  288.1
1981 07 25 -0.354  0.756 3  0.834  299.5
1981 07 26 -0.425  0.734 3  0.848  304.8
1981 07 27 -0.487  0.689 3  0.844  304.1
1981 07 28 -0.539  0.623 3  0.824  297.7
1981 07 29 -0.579  0.537 4  0.789  286.1
1981 07 30 -0.604  0.434 4  0.744  270.5
1981 07 31 -0.615  0.316 4  0.691  252.3
1981 08 01 -0.609  0.188 4  0.637  233.4
1981 08 02 -0.587  0.053 4  0.589  216.2
1981 08 03 -0.548 -0.085 5  0.554  203.4
1981 08 04 -0.493 -0.220 5  0.540  197.2
1981 08 05 -0.422 -0.349 5  0.548  198.8
1981 08 06 -0.338 -0.467 6  0.577  207.8
1981 08 07 -0.241 -0.572 6  0.620  222.4
1981 08 08 -0.134 -0.658 6  0.672  240.1
1981 08 09 -0.020 -0.725 6  0.725  258.9
1981 08 10  0.098 -0.769 7  0.775  276.9
1981 08 11  0.218 -0.790 7  0.819  293.1
1981 08 12  0.336 -0.786 7  0.855  306.8
1981 08 13  0.450 -0.760 7  0.883  317.7
1981 08 14  0.556 -0.711 7  0.902  325.7
1981 08 15  0.652 -0.641 8  0.914  331.1
1981 08 16  0.734 -0.553 8  0.919  334.2
1981 08 17  0.802 -0.450 8  0.920  335.5
1981 08 18  0.854 -0.335 8  0.917  335.4
1981 08 19  0.888 -0.211 8  0.913  334.6
1981 08 20  0.904 -0.083 8  0.908  333.2
1981 08 21  0.902  0.046 1  0.904  331.6
1981 08 22  0.883  0.172 1  0.900  330.0
1981 08 23  0.848  0.293 1  0.897  328.4
1981 08 24  0.798  0.405 1  0.895  326.6
1981 08 25  0.735  0.506 1  0.892  324.6
1981 08 26  0.661  0.593 1  0.888  322.1
1981 08 27  0.579  0.666 2  0.882  318.9
1981 08 28  0.490  0.724 2  0.874  314.9
1981 08 29  0.398  0.766 2  0.863  310.0
1981 08 30  0.304  0.792 2  0.849  304.1
1981 08 31  0.211  0.804 2  0.831  297.2
1981 09 01  0.120  0.801 2  0.810  289.4
1981 09 02  0.033  0.786 2  0.787  280.9
1981 09 03 -0.048  0.759 3  0.761  271.8
1981 09 04 -0.123  0.723 3  0.734  262.3
1981 09 05 -0.192  0.680 3  0.706  252.7
1981 09 06 -0.254  0.629 3  0.679  243.3
1981 09 07 -0.309  0.575 3  0.652  234.4
1981 09 08 -0.357  0.516 3  0.628  226.2
1981 09 09 -0.399  0.456 3  0.606  219.2
1981 09 10 -0.436  0.395 4  0.589  213.4
1981 09 11 -0.468  0.334 4  0.575  209.1
1981 09 12 -0.496  0.273 4  0.566  206.5
1981 09 13 -0.520  0.213 4  0.562  205.5
1981 09 14 -0.541  0.155 4  0.563  206.2
1981 09 15 -0.559  0.097 4  0.568  208.2
1981 09 16 -0.575  0.041 4  0.576  211.5
1981 09 17 -0.588 -0.015 5  0.588  215.8
1981 09 18 -0.598 -0.069 5  0.602  220.7
1981 09 19 -0.604 -0.123 5  0.616  225.9
1981 09 20 -0.606 -0.175 5  0.631  231.1
1981 09 21 -0.604 -0.227 5  0.645  236.0
1981 09 22 -0.596 -0.278 5  0.658  240.3
1981 09 23 -0.583 -0.327 5  0.668  243.7
1981 09 24 -0.563 -0.375 5  0.676  246.2
1981 09 25 -0.535 -0.421 5  0.681  247.5
1981 09 26 -0.501 -0.465 5  0.683  247.7
1981 09 27 -0.459 -0.505 6  0.683  246.8
1981 09 28 -0.409 -0.542 6  0.679  245.1
1981 09 29 -0.353 -0.575 6  0.675  242.7
1981 09 30 -0.290 -0.603 6  0.669  240.1
1981 10 01 -0.221 -0.625 6  0.663  237.6
1981 10 02 -0.147 -0.642 6  0.659  235.5
1981 10 03 -0.070 -0.652 6  0.656  234.3
1981 10 04  0.009 -0.656 7  0.656  234.1
1981 10 05  0.089 -0.652 7  0.658  235.2
1981 10 06  0.169 -0.642 7  0.663  237.4
1981 10 07  0.247 -0.624 7  0.671  240.5
1981 10 08  0.321 -0.599 7  0.680  244.2
1981 10 09  0.391 -0.567 7  0.689  248.2
1981 10 10  0.456 -0.528 7  0.698  252.1
1981 10 11  0.513 -0.483 8  0.705  255.4
1981 10 12  0.563 -0.431 8  0.709  257.8
1981 10 13  0.605 -0.374 8  0.711  259.1
1981 10 14  0.637 -0.312 8  0.710  259.1
1981 10 15  0.661 -0.245 8  0.705  257.8
1981 10 16  0.674 -0.174 8  0.697  255.2
1981 10 17  0.678 -0.100 8  0.686  251.5
1981 10 18  0.672 -0.025 8  0.673  246.9
1981 10 19  0.657  0.052 1  0.659  241.7
1981 10 20  0.632  0.129 1  0.645  236.3
1981 10 21  0.598  0.205 1  0.632  231.2
1981 10 22  0.555  0.278 1  0.621  226.7
1981 10 23  0.505  0.347 1  0.613  223.0
1981 10 24  0.448  0.411 1  0.608  220.6
1981 10 25  0.386  0.469 2  0.607  219.2
1981 10 26  0.319  0.518 2  0.608  218.9
1981 10 27  0.249  0.559 2  0.611  219.4
1981 10 28  0.177  0.589 2  0.615  220.2
1981 10 29  0.104  0.609 2  0.618  220.8
1981 10 30  0.034  0.618 2  0.619  220.9
1981 10 31 -0.034  0.615 3  0.616  219.9
1981 11 01 -0.096  0.601 3  0.609  217.5
1981 11 02 -0.152  0.576 3  0.596  213.2
1981 11 03 -0.200  0.542 3  0.578  207.0
1981 11 04 -0.239  0.499 3  0.553  198.6
1981 11 05 -0.267  0.450 3  0.523  188.2
1981 11 06 -0.285  0.395 3  0.487  175.7
1981 11 07 -0.291  0.338 3  0.446  161.3
1981 11 08 -0.287  0.281 4  0.402  145.4
1981 11 09 -0.272  0.226 4  0.354  128.3
1981 11 10 -0.248  0.175 4  0.304  110.4
1981 11 11 -0.217  0.131 4  0.253   92.3
1981 11 12 -0.180  0.095 4  0.203   74.2
1981 11 13 -0.140  0.070 4  0.156   57.0
1981 11 14 -0.099  0.056 4  0.114   41.5
1981 11 15 -0.061  0.054 4  0.081   29.5
1981 11 16 -0.027  0.065 3  0.070   25.1
1981 11 17 -0.002  0.087 3  0.087   31.0
1981 11 18  0.014  0.120 2  0.121   43.1
1981 11 19  0.016  0.162 2  0.162   58.0
1981 11 20  0.004  0.210 2  0.210   75.1
1981 11 21 -0.023  0.263 3  0.264   94.2
1981 11 22 -0.067  0.316 3  0.323  115.6
1981 11 23 -0.127  0.367 3  0.389  139.2
1981 11 24 -0.203  0.413 3  0.460  165.0
1981 11 25 -0.292  0.448 3  0.535  192.7
1981 11 26 -0.393  0.472 3  0.614  221.7
1981 11 27 -0.503  0.479 4  0.695  251.7
1981 11 28 -0.618  0.469 4  0.776  281.9
1981 11 29 -0.734  0.438 4  0.855  311.7
1981 11 30 -0.848  0.386 4  0.932  340.5
1981 12 01 -0.955  0.312 4  1.005  367.8
1981 12 02 -1.050  0.217 4  1.072  393.0
1981 12 03 -1.129  0.101 4  1.133  415.8
1981 12 04 -1.187 -0.034 5  1.188  436.0
1981 12 05 -1.223 -0.185 5  1.237  453.6
1981 12 06 -1.231 -0.349 5  1.280  468.8
1981 12 07 -1.211 -0.521 5  1.318  481.8
1981 12 08 -1.160 -0.697 5  1.353  493.2
1981 12 09 -1.078 -0.872 5  1.386  503.4
1981 12 10 -0.965 -1.040 6  1.419  513.3
1981 12 11 -0.822 -1.197 6  1.452  523.3
1981 12 12 -0.652 -1.338 6  1.488  534.2
1981 12 13 -0.456 -1.456 6  1.526  546.4
1981 12 14 -0.240 -1.549 6  1.567  560.1
1981 12 15 -0.007 -1.612 6  1.612  575.5
1981 12 16  0.238 -1.641 7  1.658  592.5
1981 12 17  0.489 -1.635 7  1.707  610.9
1981 12 18  0.740 -1.593 7  1.756  630.3
1981 12 19  0.985 -1.514 7  1.806  650.3
1981 12 20  1.219 -1.398 7  1.855  670.5
1981 12 21  1.436 -1.249 8  1.903  690.4
1981 12 22  1.631 -1.068 8  1.949  709.7
1981 12 23  1.798 -0.859 8  1.993  727.8
1981 12 24  1.935 -0.627 8  2.034  744.5
1981 12 25  2.036 -0.377 8  2.071  759.3
1981 12 26  2.100 -0.114 8  2.103  771.9
1981 12 27  2.125  0.155 1  2.131  781.9
1981 12 28  2.110  0.424 1  2.152  789.0
1981 12 29  2.054  0.687 1  2.166  792.9
1981 12 30  1.960  0.937 1  2.173  793.5
1981 12 31  1.829  1.170 1  2.171  790.6
1982 01 01  1.663  1.380 1  2.161  784.4
1982 01 02  1.466  1.562 2  2.142  775.1
1982 01 03  1.243  1.713 2  2.116  763.0
1982 01 04  0.997  1.829 2  2.083  748.7
1982 01 05  0.736  1.908 2  2.045  733.0
1982 01 06  0.463  1.950 2  2.004  716.7
1982 01 07  0.185  1.953 2  1.962  700.7
1982 01 08 -0.092  1.918 3  1.921  685.9
1982 01 09 -0.362  1.848 3  1.883  673.0
1982 01 10 -0.620  1.743 3  1.850  662.7
1982 01 11 -0.860  1.608 3  1.823  655.1
1982 01 12 -1.077  1.445 3  1.803  650.2
1982 01 13 -1.268  1.260 4  1.788  647.3
1982 01 14 -1.428  1.057 4  1.777  645.9
1982 01 15 -1.556  0.840 4  1.768  645.0
1982 01 16 -1.648  0.615 4  1.759  643.6
1982 01 17 -1.705  0.386 4  1.749  641.0
1982 01 18 -1.727  0.159 4  1.734  636.3
1982 01 19 -1.713 -0.062 5  1.714  629.2
1982 01 20 -1.667 -0.272 5  1.689  619.5
1982 01 21 -1.590 -0.469 5  1.658  607.2
1982 01 22 -1.487 -0.648 5  1.622  592.7
1982 01 23 -1.360 -0.808 5  1.581  576.4
1982 01 24 -1.214 -0.946 5  1.539  559.1
1982 01 25 -1.054 -1.061 6  1.495  541.4
1982 01 26 -0.885 -1.152 6  1.453  524.1
1982 01 27 -0.711 -1.220 6  1.412  507.7
1982 01 28 -0.537 -1.264 6  1.374  492.6
1982 01 29 -0.367 -1.287 6  1.338  478.9
1982 01 30 -0.205 -1.289 6  1.305  466.3
1982 01 31 -0.054 -1.272 6  1.273  454.6
1982 02 01  0.082 -1.238 7  1.241  443.0
1982 02 02  0.204 -1.189 7  1.206  431.1
1982 02 03  0.308 -1.127 7  1.169  418.2
1982 02 04  0.394 -1.056 7  1.127  403.7
1982 02 05  0.463 -0.975 7  1.080  387.5
1982 02 06  0.516 -0.888 7  1.027  369.4
1982 02 07  0.553 -0.797 7  0.970  349.4
1982 02 08  0.576 -0.702 7  0.908  327.9
1982 02 09  0.587 -0.605 7  0.843  305.2
1982 02 10  0.589 -0.508 8  0.777  282.1
1982 02 11  0.583 -0.411 8  0.713  259.2
1982 02 12  0.571 -0.314 8  0.652  237.6
1982 02 13  0.555 -0.220 8  0.597  218.4
1982 02 14  0.538 -0.127 8  0.553  202.6
1982 02 15  0.520 -0.037 8  0.521  191.3
1982 02 16  0.502  0.051 1  0.505  185.3
1982 02 17  0.486  0.135 1  0.505  184.8
1982 02 18  0.471  0.216 1  0.519  189.4
1982 02 19  0.458  0.293 1  0.544  198.0
1982 02 20  0.446  0.366 1  0.577  209.3
1982 02 21  0.434  0.434 1  0.614  222.2
1982 02 22  0.422  0.496 2  0.652  235.4
1982 02 23  0.409  0.553 2  0.688  248.1
1982 02 24  0.395  0.603 2  0.721  259.6
1982 02 25  0.377  0.647 2  0.749  269.3
1982 02 26  0.356  0.683 2  0.770  276.8
1982 02 27  0.331  0.712 2  0.785  281.7
