year mon day PCx PCy phase Amp(nrm) Amp(non-nrm)
1984 04 13 -0.948  0.601 4  1.123  408.9
1984 04 14 -0.997  0.499 4  1.115  406.9
1984 04 15 -1.016  0.394 4  1.089  398.4
1984 04 16 -1.006  0.289 4  1.047  383.3
1984 04 17 -0.969  0.188 4  0.987  361.8
1984 04 18 -0.907  0.094 4  0.912  334.5
1984 04 19 -0.823  0.010 4  0.823  302.2
1984 04 20 -0.722 -0.063 5  0.725  266.0
1984 04 21 -0.607 -0.123 5  0.620  227.2
1984 04 22 -0.484 -0.169 5  0.512  187.5
1984 04 23 -0.355 -0.201 5  0.408  148.9
1984 04 24 -0.227 -0.219 5  0.316  114.5
1984 04 25 -0.103 -0.225 6  0.248   88.9
1984 04 26  0.013 -0.220 7  0.220   78.6
1984 04 27  0.118 -0.205 7  0.236   85.0
1984 04 28  0.209 -0.183 8  0.278  100.7
1984 04 29  0.285 -0.156 8  0.324  118.3
1984 04 30  0.344 -0.125 8  0.366  134.0
1984 05 01  0.386 -0.094 8  0.398  145.8
1984 05 02  0.412 -0.065 8  0.417  153.1
1984 05 03  0.423 -0.038 8  0.424  155.8
1984 05 04  0.419 -0.016 8  0.420  154.0
1984 05 05  0.404  0.001 1  0.404  148.2
1984 05 06  0.379  0.011 1  0.379  139.1
1984 05 07  0.347  0.015 1  0.347  127.5
1984 05 08  0.311  0.014 1  0.311  114.1
1984 05 09  0.272  0.007 1  0.272   99.9
1984 05 10  0.234 -0.005 8  0.234   85.9
1984 05 11  0.198 -0.019 8  0.199   72.9
1984 05 12  0.165 -0.035 8  0.169   61.9
1984 05 13  0.137 -0.052 8  0.147   53.6
1984 05 14  0.114 -0.066 8  0.132   48.2
1984 05 15  0.097 -0.078 8  0.124   45.2
1984 05 16  0.083 -0.086 7  0.120   43.4
1984 05 17  0.074 -0.089 7  0.116   41.8
1984 05 18  0.068 -0.085 7  0.109   39.2
1984 05 19  0.062 -0.075 7  0.097   35.1
1984 05 20  0.056 -0.058 7  0.081   29.2
1984 05 21  0.048 -0.034 8  0.059   21.6
1984 05 22  0.037 -0.005 8  0.038   13.8
1984 05 23  0.022  0.028 2  0.035   12.8
1984 05 24  0.000  0.065 2  0.065   23.2
1984 05 25 -0.027  0.103 3  0.107   38.3
1984 05 26 -0.061  0.142 3  0.154   55.4
1984 05 27 -0.100  0.179 3  0.205   73.7
1984 05 28 -0.145  0.212 3  0.257   92.5
1984 05 29 -0.194  0.240 3  0.308  111.3
1984 05 30 -0.246  0.261 3  0.358  129.6
1984 05 31 -0.298  0.274 4  0.404  146.6
1984 06 01 -0.349  0.277 4  0.446  161.9
1984 06 02 -0.397  0.272 4  0.481  175.0
1984 06 03 -0.439  0.256 4  0.508  185.3
1984 06 04 -0.475  0.231 4  0.528  192.7
1984 06 05 -0.501  0.196 4  0.538  196.7
1984 06 06 -0.517  0.152 4  0.539  197.4
1984 06 07 -0.522  0.101 4  0.532  194.9
1984 06 08 -0.515  0.043 4  0.517  189.6
1984 06 09 -0.496 -0.020 5  0.496  182.1
1984 06 10 -0.465 -0.086 5  0.473  173.4
1984 06 11 -0.423 -0.154 5  0.450  164.8
1984 06 12 -0.372 -0.222 5  0.433  157.9
1984 06 13 -0.312 -0.290 5  0.425  154.2
1984 06 14 -0.245 -0.354 6  0.431  155.2
1984 06 15 -0.173 -0.415 6  0.449  161.2
1984 06 16 -0.099 -0.470 6  0.480  171.7
1984 06 17 -0.024 -0.519 6  0.519  185.4
1984 06 18  0.050 -0.560 7  0.563  201.0
1984 06 19  0.122 -0.594 7  0.606  216.8
1984 06 20  0.189 -0.619 7  0.647  231.7
1984 06 21  0.250 -0.635 7  0.683  244.7
1984 06 22  0.305 -0.641 7  0.710  254.9
1984 06 23  0.353 -0.638 7  0.729  262.0
1984 06 24  0.392 -0.624 7  0.737  265.4
1984 06 25  0.424 -0.601 7  0.735  264.9
1984 06 26  0.447 -0.567 7  0.722  260.6
1984 06 27  0.462 -0.523 7  0.698  252.4
1984 06 28  0.470 -0.470 7  0.665  240.6
1984 06 29  0.470 -0.407 8  0.622  225.7
1984 06 30  0.464 -0.336 8  0.573  208.3
1984 07 01  0.451 -0.256 8  0.519  189.2
1984 07 02  0.433 -0.170 8  0.465  170.0
1984 07 03  0.409 -0.077 8  0.416  152.5
1984 07 04  0.380  0.021 1  0.380  139.6
1984 07 05  0.346  0.122 1  0.367  134.3
1984 07 06  0.308  0.224 1  0.381  138.5
1984 07 07  0.266  0.326 2  0.420  151.8
1984 07 08  0.220  0.425 2  0.478  171.9
1984 07 09  0.171  0.519 2  0.547  195.8
1984 07 10  0.118  0.607 2  0.618  221.0
1984 07 11  0.064  0.685 2  0.688  245.8
1984 07 12  0.008  0.752 2  0.752  268.6
1984 07 13 -0.050  0.806 3  0.807  288.4
1984 07 14 -0.106  0.845 3  0.851  304.1
1984 07 15 -0.162  0.867 3  0.882  315.1
1984 07 16 -0.215  0.871 3  0.897  321.0
1984 07 17 -0.264  0.858 3  0.898  321.3
1984 07 18 -0.308  0.826 3  0.882  316.0
1984 07 19 -0.345  0.777 3  0.850  305.0
1984 07 20 -0.374  0.712 3  0.804  288.8
1984 07 21 -0.393  0.631 3  0.744  267.6
1984 07 22 -0.403  0.538 3  0.672  242.4
1984 07 23 -0.403  0.434 3  0.592  214.1
1984 07 24 -0.392  0.322 4  0.507  184.1
1984 07 25 -0.370  0.207 4  0.424  154.5
1984 07 26 -0.338  0.090 4  0.350  128.2
1984 07 27 -0.297 -0.024 5  0.298  109.4
1984 07 28 -0.249 -0.132 5  0.282  102.8
1984 07 29 -0.195 -0.232 6  0.303  109.3
1984 07 30 -0.136 -0.320 6  0.348  124.8
1984 07 31 -0.076 -0.395 6  0.402  143.8
1984 08 01 -0.016 -0.455 6  0.455  162.5
1984 08 02  0.041 -0.498 7  0.500  178.6
1984 08 03  0.094 -0.526 7  0.534  190.9
1984 08 04  0.141 -0.536 7  0.555  198.4
1984 08 05  0.180 -0.532 7  0.562  201.1
1984 08 06  0.210 -0.513 7  0.555  198.9
1984 08 07  0.231 -0.483 7  0.535  192.0
1984 08 08  0.242 -0.442 7  0.504  181.1
1984 08 09  0.243 -0.394 7  0.463  166.6
1984 08 10  0.236 -0.341 7  0.415  149.4
1984 08 11  0.222 -0.285 7  0.362  130.5
1984 08 12  0.202 -0.230 7  0.306  110.6
1984 08 13  0.177 -0.177 8  0.250   90.6
1984 08 14  0.150 -0.128 8  0.197   71.6
1984 08 15  0.123 -0.084 8  0.149   54.3
1984 08 16  0.098 -0.046 8  0.108   39.5
1984 08 17  0.075 -0.016 8  0.077   28.1
1984 08 18  0.056  0.008 1  0.057   20.9
1984 08 19  0.043  0.025 1  0.050   18.2
1984 08 20  0.036  0.037 2  0.051   18.5
1984 08 21  0.034  0.043 2  0.055   19.7
1984 08 22  0.038  0.045 2  0.059   21.3
1984 08 23  0.046  0.045 1  0.065   23.4
1984 08 24  0.059  0.043 1  0.073   26.5
1984 08 25  0.074  0.041 1  0.084   30.8
1984 08 26  0.090  0.039 1  0.098   35.9
1984 08 27  0.106  0.038 1  0.113   41.3
1984 08 28  0.121  0.038 1  0.127   46.6
1984 08 29  0.134  0.039 1  0.139   51.0
1984 08 30  0.143  0.041 1  0.148   54.4
1984 08 31  0.147  0.044 1  0.154   56.3
1984 09 01  0.148  0.047 1  0.155   56.7
1984 09 02  0.144  0.050 1  0.152   55.6
1984 09 03  0.136  0.050 1  0.145   53.1
1984 09 04  0.125  0.049 1  0.135   49.2
1984 09 05  0.113  0.046 1  0.122   44.5
1984 09 06  0.099  0.039 1  0.107   39.0
1984 09 07  0.086  0.030 1  0.091   33.4
1984 09 08  0.075  0.019 1  0.077   28.3
1984 09 09  0.066  0.006 1  0.066   24.3
1984 09 10  0.061 -0.008 8  0.061   22.4
1984 09 11  0.059 -0.021 8  0.063   23.0
1984 09 12  0.062 -0.033 8  0.070   25.5
1984 09 13  0.067 -0.042 8  0.079   28.9
1984 09 14  0.076 -0.046 8  0.089   32.3
1984 09 15  0.086 -0.045 8  0.097   35.3
1984 09 16  0.095 -0.036 8  0.102   37.3
1984 09 17  0.103 -0.020 8  0.105   38.5
1984 09 18  0.107  0.005 1  0.107   39.2
1984 09 19  0.105  0.037 1  0.111   40.7
1984 09 20  0.095  0.078 1  0.123   44.5
1984 09 21  0.076  0.125 2  0.146   52.4
1984 09 22  0.046  0.177 2  0.182   65.3
1984 09 23  0.006  0.232 2  0.232   82.7
1984 09 24 -0.046  0.287 3  0.291  104.0
1984 09 25 -0.108  0.342 3  0.358  128.3
1984 09 26 -0.179  0.391 3  0.430  154.4
1984 09 27 -0.258  0.434 3  0.505  181.5
1984 09 28 -0.341  0.466 3  0.578  208.4
1984 09 29 -0.427  0.487 3  0.648  234.1
1984 09 30 -0.512  0.494 4  0.711  257.6
1984 10 01 -0.592  0.485 4  0.765  277.8
1984 10 02 -0.664  0.461 4  0.808  293.9
1984 10 03 -0.725  0.420 4  0.837  305.2
1984 10 04 -0.772  0.363 4  0.853  311.4
1984 10 05 -0.802  0.291 4  0.854  312.3
1984 10 06 -0.815  0.207 4  0.841  308.1
1984 10 07 -0.809  0.111 4  0.816  299.5
1984 10 08 -0.783  0.007 4  0.783  287.4
1984 10 09 -0.738 -0.102 5  0.745  273.5
1984 10 10 -0.676 -0.213 5  0.709  259.7
1984 10 11 -0.599 -0.323 5  0.680  248.3
1984 10 12 -0.509 -0.429 5  0.665  241.5
1984 10 13 -0.408 -0.529 6  0.668  241.0
1984 10 14 -0.301 -0.619 6  0.688  247.0
1984 10 15 -0.191 -0.697 6  0.723  258.6
1984 10 16 -0.081 -0.762 6  0.766  273.7
1984 10 17  0.025 -0.813 7  0.813  290.3
1984 10 18  0.126 -0.848 7  0.857  306.2
1984 10 19  0.218 -0.867 7  0.894  319.9
1984 10 20  0.299 -0.871 7  0.921  330.0
1984 10 21  0.370 -0.861 7  0.937  336.0
1984 10 22  0.429 -0.835 7  0.939  337.4
1984 10 23  0.477 -0.797 7  0.929  334.1
1984 10 24  0.513 -0.747 7  0.906  326.6
1984 10 25  0.540 -0.687 7  0.873  315.3
1984 10 26  0.559 -0.617 7  0.832  300.9
1984 10 27  0.571 -0.539 8  0.785  284.4
1984 10 28  0.578 -0.455 8  0.735  267.1
1984 10 29  0.581 -0.366 8  0.687  250.2
1984 10 30  0.583 -0.273 8  0.644  235.2
1984 10 31  0.584 -0.177 8  0.611  223.6
1984 11 01  0.586 -0.080 8  0.591  216.8
1984 11 02  0.587  0.017 1  0.588  215.7
1984 11 03  0.590  0.113 1  0.600  220.1
1984 11 04  0.592  0.207 1  0.627  229.5
1984 11 05  0.594  0.297 1  0.664  242.4
1984 11 06  0.594  0.382 1  0.707  257.3
1984 11 07  0.592  0.462 1  0.750  272.6
1984 11 08  0.586  0.533 1  0.792  287.1
1984 11 09  0.575  0.596 2  0.828  299.7
1984 11 10  0.559  0.648 2  0.856  309.3
1984 11 11  0.536  0.690 2  0.874  315.4
1984 11 12  0.507  0.720 2  0.881  317.5
1984 11 13  0.471  0.738 2  0.876  315.4
1984 11 14  0.430  0.744 2  0.859  309.1
1984 11 15  0.383  0.738 2  0.832  298.7
1984 11 16  0.333  0.721 2  0.794  284.8
1984 11 17  0.279  0.693 2  0.747  267.8
1984 11 18  0.225  0.656 2  0.693  248.4
1984 11 19  0.170  0.612 2  0.636  227.5
1984 11 20  0.118  0.564 2  0.576  205.9
1984 11 21  0.068  0.512 2  0.517  184.7
1984 11 22  0.022  0.461 2  0.461  164.7
1984 11 23 -0.019  0.411 3  0.411  146.9
1984 11 24 -0.056  0.365 3  0.370  132.1
1984 11 25 -0.089  0.326 3  0.338  120.8
1984 11 26 -0.119  0.294 3  0.317  113.5
1984 11 27 -0.146  0.270 3  0.307  110.3
1984 11 28 -0.172  0.256 3  0.308  111.1
1984 11 29 -0.200  0.250 3  0.320  115.6
1984 11 30 -0.230  0.254 3  0.342  123.7
1984 12 01 -0.264  0.264 3  0.374  135.3
1984 12 02 -0.305  0.280 4  0.414  150.1
1984 12 03 -0.353  0.300 4  0.463  168.1
1984 12 04 -0.409  0.321 4  0.520  189.0
1984 12 05 -0.474  0.340 4  0.584  212.4
1984 12 06 -0.548  0.356 4  0.653  237.9
1984 12 07 -0.630  0.364 4  0.727  265.1
1984 12 08 -0.717  0.363 4  0.804  293.4
1984 12 09 -0.809  0.351 4  0.882  322.3
1984 12 10 -0.903  0.326 4  0.960  351.2
1984 12 11 -0.995  0.288 4  1.036  379.3
1984 12 12 -1.082  0.235 4  1.108  406.0
1984 12 13 -1.162  0.169 4  1.174  430.6
1984 12 14 -1.230  0.090 4  1.233  452.5
1984 12 15 -1.283 -0.001 5  1.283  470.8
1984 12 16 -1.318 -0.101 5  1.322  485.2
1984 12 17 -1.334 -0.207 5  1.350  495.0
1984 12 18 -1.327 -0.318 5  1.364  500.0
1984 12 19 -1.297 -0.430 5  1.366  500.1
1984 12 20 -1.243 -0.540 5  1.355  495.2
1984 12 21 -1.166 -0.645 5  1.332  485.9
1984 12 22 -1.066 -0.742 5  1.299  472.6
1984 12 23 -0.946 -0.830 5  1.258  456.4
1984 12 24 -0.807 -0.905 6  1.213  438.5
1984 12 25 -0.653 -0.968 6  1.168  420.6
1984 12 26 -0.488 -1.015 6  1.126  404.3
1984 12 27 -0.315 -1.048 6  1.094  391.5
1984 12 28 -0.137 -1.066 6  1.074  383.8
1984 12 29  0.041 -1.069 7  1.070  382.1
1984 12 30  0.215 -1.060 7  1.081  386.5
1984 12 31  0.381 -1.039 7  1.106  396.4
1985 01 01  0.538 -1.008 7  1.142  410.5
1985 01 02  0.682 -0.969 7  1.185  427.2
1985 01 03  0.811 -0.926 7  1.231  444.8
1985 01 04  0.924 -0.879 8  1.275  462.1
1985 01 05  1.021 -0.831 8  1.316  478.0
1985 01 06  1.102 -0.784 8  1.352  491.8
1985 01 07  1.167 -0.739 8  1.381  503.1
1985 01 08  1.218 -0.699 8  1.404  511.9
1985 01 09  1.256 -0.663 8  1.420  518.3
1985 01 10  1.285 -0.632 8  1.432  522.8
1985 01 11  1.306 -0.605 8  1.440  525.9
1985 01 12  1.323 -0.583 8  1.445  528.1
1985 01 13  1.336 -0.563 8  1.450  530.0
1985 01 14  1.350 -0.543 8  1.455  532.0
1985 01 15  1.365 -0.522 8  1.461  534.5
1985 01 16  1.383 -0.496 8  1.469  537.6
1985 01 17  1.405 -0.463 8  1.479  541.5
1985 01 18  1.430 -0.421 8  1.491  546.0
1985 01 19  1.459 -0.365 8  1.504  551.1
1985 01 20  1.489 -0.295 8  1.518  556.6
1985 01 21  1.519 -0.207 8  1.533  562.4
1985 01 22  1.546 -0.100 8  1.549  568.4
1985 01 23  1.566  0.026 1  1.566  574.9
1985 01 24  1.576  0.173 1  1.586  581.9
1985 01 25  1.573  0.340 1  1.609  590.0
1985 01 26  1.552  0.525 1  1.638  599.7
1985 01 27  1.510  0.725 1  1.675  611.6
1985 01 28  1.443  0.938 1  1.721  626.5
1985 01 29  1.348  1.159 1  1.778  645.0
1985 01 30  1.224  1.384 2  1.847  667.7
1985 01 31  1.068  1.606 2  1.929  694.7
1985 02 01  0.882  1.820 2  2.023  726.2
1985 02 02  0.665  2.021 2  2.127  761.8
1985 02 03  0.420  2.201 2  2.240  800.8
1985 02 04  0.150  2.354 2  2.359  842.4
1985 02 05 -0.141  2.475 3  2.479  885.3
1985 02 06 -0.448  2.559 3  2.598  928.4
1985 02 07 -0.766  2.601 3  2.711  970.3
1985 02 08 -1.087  2.598 3  2.816 1009.8
1985 02 09 -1.404  2.548 3  2.909 1045.7
1985 02 10 -1.711  2.450 3  2.988 1077.0
1985 02 11 -2.000  2.304 3  3.051 1102.8
1985 02 12 -2.265  2.113 4  3.097 1122.5
1985 02 13 -2.498  1.879 4  3.125 1136.0
1985 02 14 -2.694  1.606 4  3.136 1142.9
1985 02 15 -2.848  1.299 4  3.131 1143.7
1985 02 16 -2.957  0.966 4  3.111 1138.8
1985 02 17 -3.017  0.614 4  3.079 1128.9
1985 02 18 -3.028  0.249 4  3.038 1114.8
1985 02 19 -2.988 -0.119 5  2.991 1097.6
1985 02 20 -2.900 -0.484 5  2.940 1078.2
1985 02 21 -2.765 -0.836 5  2.888 1057.7
1985 02 22 -2.586 -1.168 5  2.838 1036.9
1985 02 23 -2.369 -1.473 5  2.790 1016.4
1985 02 24 -2.118 -1.746 5  2.745  996.6
1985 02 25 -1.840 -1.980 6  2.703  977.7
1985 02 26 -1.539 -2.173 6  2.663  959.7
1985 02 27 -1.224 -2.320 6  2.623  942.4
1985 02 28 -0.901 -2.420 6  2.582  925.3
1985 03 01 -0.577 -2.473 6  2.540  908.2
1985 03 02 -0.257 -2.480 6  2.493  890.6
1985 03 03  0.051 -2.443 7  2.443  872.5
1985 03 04  0.344 -2.365 7  2.389  853.8
1985 03 05  0.616 -2.249 7  2.332  834.4
1985 03 06  0.863 -2.102 7  2.272  814.6
1985 03 07  1.082 -1.928 7  2.210  794.6
1985 03 08  1.271 -1.733 7  2.149  774.9
1985 03 09  1.429 -1.523 7  2.088  755.5
1985 03 10  1.555 -1.304 8  2.029  736.6
1985 03 11  1.650 -1.083 8  1.973  718.3
1985 03 12  1.714 -0.864 8  1.919  700.5
1985 03 13  1.749 -0.653 8  1.867  682.8
1985 03 14  1.757 -0.453 8  1.815  665.0
1985 03 15  1.742 -0.270 8  1.763  646.6
1985 03 16  1.706 -0.105 8  1.709  627.1
1985 03 17  1.652  0.041 1  1.652  606.4
1985 03 18  1.583  0.165 1  1.592  584.1
1985 03 19  1.504  0.268 1  1.528  560.2
1985 03 20  1.417  0.350 1  1.459  534.8
1985 03 21  1.324  0.414 1  1.388  508.1
1985 03 22  1.230  0.461 1  1.313  480.4
1985 03 23  1.135  0.494 1  1.238  452.3
1985 03 24  1.041  0.516 1  1.162  424.3
1985 03 25  0.951  0.530 1  1.088  396.9
1985 03 26  0.863  0.539 1  1.017  370.6
1985 03 27  0.779  0.546 1  0.951  346.0
1985 03 28  0.697  0.555 1  0.891  323.6
1985 03 29  0.618  0.566 1  0.838  303.8
1985 03 30  0.539  0.582 2  0.794  287.1
1985 03 31  0.461  0.604 2  0.760  274.1
1985 04 01  0.380  0.632 2  0.738  265.4
1985 04 02  0.297  0.665 2  0.728  261.3
1985 04 03  0.209  0.703 2  0.733  262.3
1985 04 04  0.115  0.742 2  0.751  268.4
1985 04 05  0.016  0.782 2  0.782  279.4
1985 04 06 -0.090  0.820 3  0.825  294.5
1985 04 07 -0.202  0.851 3  0.875  312.9
1985 04 08 -0.318  0.874 3  0.931  333.4
1985 04 09 -0.438  0.886 3  0.988  354.9
1985 04 10 -0.559  0.883 3  1.045  376.3
1985 04 11 -0.679  0.864 3  1.099  396.6
1985 04 12 -0.794  0.827 3  1.146  414.9
1985 04 13 -0.901  0.771 4  1.186  430.4
1985 04 14 -0.997  0.696 4  1.216  442.4
1985 04 15 -1.079  0.603 4  1.236  450.6
1985 04 16 -1.142  0.492 4  1.244  454.5
1985 04 17 -1.185  0.367 4  1.240  454.1
1985 04 18 -1.204  0.230 4  1.225  449.3
1985 04 19 -1.197  0.084 4  1.200  440.5
1985 04 20 -1.165 -0.066 5  1.166  428.1
1985 04 21 -1.105 -0.216 5  1.126  412.8
1985 04 22 -1.019 -0.361 5  1.081  395.6
1985 04 23 -0.908 -0.498 5  1.036  377.8
1985 04 24 -0.774 -0.623 5  0.994  360.9
1985 04 25 -0.621 -0.732 6  0.960  346.7
1985 04 26 -0.451 -0.821 6  0.937  336.7
1985 04 27 -0.271 -0.888 6  0.929  332.4
1985 04 28 -0.083 -0.932 6  0.936  334.3
1985 04 29  0.107 -0.952 7  0.958  342.2
1985 04 30  0.293 -0.947 7  0.992  355.0
1985 05 01  0.470 -0.919 7  1.032  370.8
1985 05 02  0.634 -0.869 7  1.075  387.7
1985 05 03  0.780 -0.798 7  1.116  403.8
1985 05 04  0.904 -0.709 8  1.149  417.5
1985 05 05  1.004 -0.607 8  1.173  427.5
1985 05 06  1.077 -0.493 8  1.184  432.6
1985 05 07  1.121 -0.372 8  1.181  432.3
1985 05 08  1.136 -0.247 8  1.163  426.2
1985 05 09  1.123 -0.121 8  1.129  414.4
1985 05 10  1.082  0.002 1  1.082  397.3
1985 05 11  1.017  0.119 1  1.024  375.7
1985 05 12  0.929  0.229 1  0.957  350.6
1985 05 13  0.822  0.328 1  0.885  323.7
1985 05 14  0.700  0.416 1  0.814  296.8
1985 05 15  0.567  0.491 1  0.750  272.2
1985 05 16  0.428  0.553 2  0.699  252.3
1985 05 17  0.285  0.602 2  0.667  239.3
1985 05 18  0.144  0.639 2  0.655  234.3
1985 05 19  0.009  0.664 2  0.664  237.0
1985 05 20 -0.118  0.677 3  0.687  245.6
1985 05 21 -0.233  0.680 3  0.719  257.6
1985 05 22 -0.333  0.675 3  0.753  270.5
1985 05 23 -0.418  0.663 3  0.784  282.2
1985 05 24 -0.486  0.645 3  0.808  291.4
1985 05 25 -0.537  0.622 3  0.822  296.9
1985 05 26 -0.570  0.596 3  0.825  298.4
1985 05 27 -0.587  0.567 4  0.816  295.7
1985 05 28 -0.589  0.537 4  0.797  288.9
1985 05 29 -0.577  0.507 4  0.768  278.5
1985 05 30 -0.554  0.476 4  0.730  264.9
1985 05 31 -0.521  0.446 4  0.686  248.9
1985 06 01 -0.483  0.416 4  0.637  231.3
1985 06 02 -0.441  0.387 4  0.586  212.7
1985 06 03 -0.397  0.358 4  0.535  193.9
1985 06 04 -0.355  0.329 4  0.484  175.5
1985 06 05 -0.316  0.300 4  0.436  157.9
1985 06 06 -0.282  0.271 4  0.391  141.6
1985 06 07 -0.254  0.240 4  0.350  126.7
1985 06 08 -0.235  0.206 4  0.312  113.3
1985 06 09 -0.223  0.170 4  0.280  101.9
1985 06 10 -0.219  0.131 4  0.255   92.9
1985 06 11 -0.222  0.088 4  0.239   87.3
1985 06 12 -0.232  0.041 4  0.235   86.3
1985 06 13 -0.247 -0.010 5  0.247   90.6
1985 06 14 -0.265 -0.066 5  0.273  100.1
1985 06 15 -0.285 -0.126 5  0.312  113.9
1985 06 16 -0.304 -0.190 5  0.359  130.7
1985 06 17 -0.321 -0.258 5  0.412  149.5
1985 06 18 -0.333 -0.327 5  0.467  169.2
1985 06 19 -0.339 -0.398 6  0.523  189.0
1985 06 20 -0.337 -0.469 6  0.577  208.1
1985 06 21 -0.326 -0.538 6  0.629  226.2
1985 06 22 -0.304 -0.603 6  0.676  242.7
1985 06 23 -0.273 -0.664 6  0.718  257.4
1985 06 24 -0.231 -0.718 6  0.754  270.0
1985 06 25 -0.179 -0.763 6  0.784  280.3
1985 06 26 -0.118 -0.798 6  0.807  288.3
1985 06 27 -0.051 -0.822 6  0.823  294.0
1985 06 28  0.023 -0.832 7  0.832  297.2
1985 06 29  0.099 -0.829 7  0.835  298.1
1985 06 30  0.177 -0.811 7  0.830  296.7
1985 07 01  0.253 -0.778 7  0.818  293.0
1985 07 02  0.325 -0.732 7  0.801  287.2
1985 07 03  0.391 -0.671 7  0.777  279.3
1985 07 04  0.449 -0.598 7  0.748  269.7
1985 07 05  0.497 -0.513 7  0.714  258.6
1985 07 06  0.533 -0.419 8  0.678  246.4
1985 07 07  0.557 -0.318 8  0.641  233.7
1985 07 08  0.567 -0.212 8  0.605  221.3
1985 07 09  0.563 -0.103 8  0.573  210.0
1985 07 10  0.546  0.005 1  0.546  200.5
1985 07 11  0.517  0.111 1  0.528  193.7
1985 07 12  0.475  0.211 1  0.520  190.1
1985 07 13  0.424  0.303 1  0.521  189.6
1985 07 14  0.364  0.386 2  0.530  191.8
1985 07 15  0.297  0.456 2  0.544  195.9
1985 07 16  0.226  0.512 2  0.560  200.8
1985 07 17  0.152  0.554 2  0.574  205.5
1985 07 18  0.078  0.579 2  0.585  208.8
1985 07 19  0.006  0.588 2  0.589  210.2
1985 07 20 -0.062  0.581 3  0.585  208.9
1985 07 21 -0.125  0.558 3  0.572  204.6
1985 07 22 -0.180  0.520 3  0.551  197.2
1985 07 23 -0.226  0.469 3  0.520  186.8
1985 07 24 -0.263  0.405 3  0.483  173.9
1985 07 25 -0.289  0.331 3  0.440  159.0
1985 07 26 -0.305  0.250 4  0.394  143.1
1985 07 27 -0.310  0.163 4  0.350  127.7
1985 07 28 -0.304  0.074 4  0.313  114.6
1985 07 29 -0.288 -0.016 5  0.289  106.0
1985 07 30 -0.264 -0.103 5  0.283  103.6
1985 07 31 -0.231 -0.185 5  0.296  107.6
1985 08 01 -0.192 -0.260 6  0.323  116.6
1985 08 02 -0.148 -0.325 6  0.357  128.2
1985 08 03 -0.100 -0.379 6  0.392  140.3
1985 08 04 -0.050 -0.420 6  0.423  151.2
1985 08 05  0.000 -0.448 7  0.448  159.9
1985 08 06  0.049 -0.461 7  0.463  165.4
1985 08 07  0.096 -0.459 7  0.468  167.5
1985 08 08  0.138 -0.442 7  0.463  165.8
1985 08 09  0.175 -0.412 7  0.447  160.5
1985 08 10  0.206 -0.369 7  0.422  151.8
1985 08 11  0.230 -0.314 7  0.389  140.4
1985 08 12  0.247 -0.249 7  0.351  127.2
1985 08 13  0.257 -0.177 8  0.312  113.6
1985 08 14  0.259 -0.099 8  0.277  101.5
1985 08 15  0.254 -0.019 8  0.255   93.5
1985 08 16  0.243  0.063 1  0.251   92.0
1985 08 17  0.226  0.143 1  0.268   97.5
1985 08 18  0.205  0.219 2  0.300  108.5
1985 08 19  0.180  0.290 2  0.341  122.7
1985 08 20  0.153  0.352 2  0.384  137.8
1985 08 21  0.125  0.406 2  0.424  151.9
1985 08 22  0.098  0.448 2  0.459  164.1
1985 08 23  0.072  0.480 2  0.485  173.3
1985 08 24  0.049  0.499 2  0.502  179.1
1985 08 25  0.030  0.507 2  0.507  181.2
1985 08 26  0.016  0.502 2  0.503  179.5
1985 08 27  0.007  0.487 2  0.487  174.0
1985 08 28  0.003  0.462 2  0.462  164.9
1985 08 29  0.004  0.427 2  0.427  152.6
1985 08 30  0.011  0.386 2  0.386  137.7
1985 08 31  0.022  0.338 2  0.339  120.9
1985 09 01  0.037  0.286 2  0.288  103.0
1985 09 02  0.055  0.231 2  0.238   85.1
1985 09 03  0.075  0.176 2  0.191   68.6
1985 09 04  0.096  0.122 2  0.155   55.9
1985 09 05  0.116  0.070 1  0.135   49.3
1985 09 06  0.135  0.021 1  0.136   50.0
1985 09 07  0.151 -0.022 8  0.152   55.8
1985 09 08  0.162 -0.060 8  0.173   63.3
1985 09 09  0.169 -0.091 8  0.192   70.1
1985 09 10  0.171 -0.115 8  0.206   75.0
1985 09 11  0.166 -0.132 8  0.212   77.2
1985 09 12  0.155 -0.142 8  0.211   76.4
1985 09 13  0.138 -0.146 7  0.201   72.7
1985 09 14  0.114 -0.144 7  0.184   66.4
1985 09 15  0.085 -0.137 7  0.161   58.0
1985 09 16  0.051 -0.126 7  0.136   48.6
1985 09 17  0.012 -0.112 7  0.112   40.1
1985 09 18 -0.029 -0.096 6  0.100   35.9
1985 09 19 -0.072 -0.079 6  0.107   38.8
1985 09 20 -0.116 -0.063 5  0.132   48.1
1985 09 21 -0.158 -0.049 5  0.166   60.6
1985 09 22 -0.198 -0.037 5  0.202   74.0
1985 09 23 -0.235 -0.029 5  0.236   86.8
1985 09 24 -0.266 -0.024 5  0.268   98.2
1985 09 25 -0.293 -0.024 5  0.294  107.7
1985 09 26 -0.312 -0.029 5  0.313  115.0
1985 09 27 -0.325 -0.039 5  0.327  120.0
1985 09 28 -0.330 -0.053 5  0.335  122.7
1985 09 29 -0.329 -0.072 5  0.336  123.3
1985 09 30 -0.320 -0.095 5  0.334  122.2
1985 10 01 -0.305 -0.121 5  0.328  119.9
1985 10 02 -0.284 -0.149 5  0.321  117.1
